450,0.02991744,192,,factor,0.00015582
454,0.01121904,72,,,
458,0.00249312,16,,,
462,0.00841428,54,,,
466,0.00031164,2,,,
470,0.00981666,63,,,
474,0.00716772,46,,,
478,0.00919338,59,,,
482,0.007791,50,,,
486,0.00560952,36,,,
490,0.0062328,40,,,
494,0.00483042,31,,,
498,0.00716772,46,,,
502,0.00342804,22,,,
506,0.0070119,45,,,
510,0.00451878,29,,,
514,0.00405132,26,,,
518,0.00405132,26,,,
522,0.00592116,38,,,
526,0.00763518,49,,,
530,0.00436296,28,,,
534,0.00654444,42,,,
538,0.00607698,39,,,
542,0.00981666,63,,,
546,0.00218148,14,,,
550,0.00919338,59,,,
554,0.00342804,22,,,
558,0.00607698,39,,,
562,0.00249312,16,,,
566,0.00747936,48,,,
570,0.0062328,40,,,
574,0.00249312,16,,,
578,0.01043994,67,,,
582,0.00327222,21,,,
586,0.01059576,68,,,
590,0.00529788,34,,,
594,0.02680104,172,,,
598,0.02399628,154,,,
602,0.03225474,207,,,
606,0.0241521,155,,,
610,0.03537114,227,,,
614,0.07448196,478,,,
618,0.04269468,274,,,
622,0.01199814,77,,,
626,0.0459669,295,,,
630,0.03412458,219,,,
634,0.031164,200,,,
638,0.01417962,91,,,
642,0.01308888,84,,,
646,0.00592116,38,,,
650,0.00529788,34,,,
654,0.00685608,44,,,
658,0.00654444,42,,,
662,0.0062328,40,,,
666,0.00373968,24,,,
670,0.00607698,39,,,
674,0.00592116,38,,,
678,0.00638862,41,,,
682,0.00498624,32,,,
686,0.0070119,45,,,
690,0.00498624,32,,,
694,0.00483042,31,,,
698,0.00592116,38,,,
702,0.0054537,35,,,
706,0.00576534,37,,,
710,0.0046746,30,,,
714,0.00560952,36,,,
718,0.00514206,33,,,
722,0.00483042,31,,,
726,0.00560952,36,,,
730,0.00560952,36,,,
734,0.00607698,39,,,
738,0.0054537,35,,,
742,0.0054537,35,,,
746,0.00654444,42,,,
750,0.0054537,35,,,
754,0.00560952,36,,,
758,0.0054537,35,,,
762,0.00607698,39,,,
766,0.00592116,38,,,
770,0.00576534,37,,,
774,0.00529788,34,,,
778,0.00654444,42,,,
782,0.00592116,38,,,
786,0.00592116,38,,,
790,0.00654444,42,,,
794,0.00514206,33,,,
798,0.00514206,33,,,
802,0.00483042,31,,,
806,0.00670026,43,,,
810,0.00560952,36,,,
814,0.00576534,37,,,
818,0.00607698,39,,,
822,0.00576534,37,,,
826,0.00529788,34,,,
830,0.00654444,42,,,
834,0.00607698,39,,,
838,0.00529788,34,,,
842,0.00732354,47,,,
846,0.00607698,39,,,
850,0.007791,50,,,
854,0.00576534,37,,,
858,0.007791,50,,,
862,0.0062328,40,,,
866,0.00966084,62,,,
870,0.00903756,58,,,
874,0.00685608,44,,,
878,0.007791,50,,,
882,0.00716772,46,,,
886,0.0101283,65,,,
890,0.0070119,45,,,
894,0.007791,50,,,
898,0.0054537,35,,,
902,0.007791,50,,,
906,0.00560952,36,,,
910,0.00903756,58,,,
914,0.01495872,96,,,
918,0.02867088,184,,,
922,0.06030234,387,,,
926,0.09910152,636,,,
930,0.1620528,1040,,,
934,0.30057678,1929,,,
938,0.71973258,4619,,,
942,1.23113382,7901,,,
946,1.5582,10000,,,
950,0.52932054,3397,,,
954,0.08912904,572,,,
958,0,0,,,
962,0.0179193,115,,,
966,0.00576534,37,,,
970,0.01340052,86,,,
974,0.0101283,65,,,
978,0.02041242,131,,,
982,0.01698438,109,,,
986,0.01698438,109,,,
