450,0.001526039,17,,factor,0.000089767
454,0.001974874,22,,,
458,0.002603243,29,,,
462,0.002064641,23,,,
466,0.003141845,35,,,
470,0.003411146,38,,,
474,0.00269301,30,,,
478,0.002064641,23,,,
482,0.002064641,23,,,
486,0.002064641,23,,,
490,0.002513476,28,,,
494,0.002064641,23,,,
498,0.001974874,22,,,
502,0.002064641,23,,,
506,0.001615806,18,,,
510,0.002064641,23,,,
514,0.001974874,22,,,
518,0.001974874,22,,,
522,0.001885107,21,,,
526,0.001256738,14,,,
530,0.002064641,23,,,
534,0.000628369,7,,,
538,0.002064641,23,,,
542,0.002962311,33,,,
546,0.002064641,23,,,
550,0.002154408,24,,,
554,0.002513476,28,,,
558,0.001974874,22,,,
562,0.001526039,17,,,
566,0.001974874,22,,,
570,0.001974874,22,,,
574,0.001885107,21,,,
578,0.003231612,36,,,
582,0.00269301,30,,,
586,0.003141845,35,,,
590,0.003859981,43,,,
594,0.002154408,24,,,
598,0.00359068,40,,,
602,0.004937185,55,,,
606,0.004398583,49,,,
610,0.00359068,40,,,
614,0.00448835,50,,,
618,0.00448835,50,,,
622,0.003859981,43,,,
626,0.003859981,43,,,
630,0.012926448,144,,,
634,0.006104156,68,,,
638,0.00448835,50,,,
642,0.003859981,43,,,
646,0.005565554,62,,,
650,0.005206486,58,,,
654,0.004937185,55,,,
658,0.006373457,71,,,
662,0.004847418,54,,,
666,0.004219049,47,,,
670,0.00269301,30,,,
674,0.004129282,46,,,
678,0.002333942,26,,,
682,0.001885107,21,,,
686,0.002603243,29,,,
690,0.001615806,18,,,
694,0.00179534,20,,,
698,0.002064641,23,,,
702,0.003052078,34,,,
706,0.00269301,30,,,
710,0.003321379,37,,,
714,0.002782777,31,,,
718,0.001705573,19,,,
722,0.00269301,30,,,
726,0.002333942,26,,,
730,0.002333942,26,,,
734,0.00269301,30,,,
738,0.002603243,29,,,
742,0.002782777,31,,,
746,0.001705573,19,,,
750,0.001166971,13,,,
754,0.002782777,31,,,
758,0.002513476,28,,,
762,0.002064641,23,,,
766,0.002513476,28,,,
770,0.002782777,31,,,
774,0.002333942,26,,,
778,0.002782777,31,,,
782,0.002423709,27,,,
786,0.00179534,20,,,
790,0.00179534,20,,,
794,0.002333942,26,,,
798,0.002872544,32,,,
802,0.002154408,24,,,
806,0.002064641,23,,,
810,0.002872544,32,,,
814,0.003052078,34,,,
818,0.002333942,26,,,
822,0.00269301,30,,,
826,0.00179534,20,,,
830,0.002333942,26,,,
