450,0.01316412,340,,factor,0.000038718
454,0.012080016,312,,,
458,0.00542052,140,,,
462,0.009524628,246,,,
466,0.009137448,236,,,
470,0.004491288,116,,,
474,0.005885136,152,,,
478,0.003368466,87,,,
482,0.004297698,111,,,
486,0.006853086,177,,,
490,0.005343084,138,,,
494,0.004762314,123,,,
498,0.004917186,127,,,
502,0.006156162,159,,,
506,0.004917186,127,,,
510,0.00483975,125,,,
514,0.005536674,143,,,
518,0.005188212,134,,,
522,0.002865132,74,,,
526,0.00232308,60,,,
530,0.005110776,132,,,
534,0.005188212,134,,,
538,0.004297698,111,,,
542,0.004297698,111,,,
546,0.00522693,135,,,
550,0.002632824,68,,,
554,0.00658206,170,,,
558,0.003987954,103,,,
562,0.003833082,99,,,
566,0.00503334,130,,,
570,0.005691546,147,,,
574,0.003987954,103,,,
578,0.005923854,153,,,
582,0.00503334,130,,,
586,0.00406539,105,,,
590,0.004375134,113,,,
594,0.00290385,75,,,
598,0.005536674,143,,,
602,0.004026672,104,,,
606,0.003639492,94,,,
610,0.004723596,122,,,
614,0.004801032,124,,,
618,0.004375134,113,,,
622,0.00445257,115,,,
626,0.005846418,151,,,
630,0.00464616,120,,,
634,0.00542052,140,,,
638,0.004104108,106,,,
642,0.00445257,115,,,
646,0.004878468,126,,,
650,0.004762314,123,,,
654,0.0038718,100,,,
658,0.003987954,103,,,
662,0.004607442,119,,,
666,0.00619488,160,,,
670,0.004955904,128,,,
674,0.005652828,146,,,
678,0.004955904,128,,,
682,0.005072058,131,,,
686,0.004220262,109,,,
690,0.005188212,134,,,
694,0.004375134,113,,,
698,0.001084104,28,,,
702,0.002052054,53,,,
706,0.003987954,103,,,
710,0.003639492,94,,,
714,0.004801032,124,,,
718,0.004375134,113,,,
722,0.003949236,102,,,
726,0.003252312,84,,,
730,0.004801032,124,,,
734,0.004530006,117,,,
738,0.004762314,123,,,
742,0.005072058,131,,,
746,0.005846418,151,,,
750,0.0058077,150,,,
754,0.00619488,160,,,
758,0.007124112,184,,,
762,0.007666164,198,,,
766,0.008672832,224,,,
770,0.009756936,252,,,
774,0.010686168,276,,,
778,0.010763604,278,,,
782,0.011886426,307,,,
786,0.013047966,337,,,
790,0.014248224,368,,,
794,0.015216174,393,,,
798,0.016687458,431,,,
802,0.018042588,466,,,
806,0.019630026,507,,,
810,0.020752848,536,,,
814,0.022611312,584,,,
818,0.022030542,569,,,
