450,0.05845425,1321,,factor,0.00004425
454,0.04234725,957,,,
458,0.03579825,809,,,
462,0.04721475,1067,,,
466,0.0317715,718,,,
470,0.045312,1024,,,
474,0.03022275,683,,,
478,0.0315945,714,,,
482,0.03367425,761,,,
486,0.03101925,701,,,
490,0.03208125,725,,,
494,0.03004575,679,,,
498,0.0377895,854,,,
502,0.0305325,690,,,
506,0.034692,784,,,
510,0.02730225,617,,,
514,0.0317715,718,,,
518,0.0266385,602,,,
522,0.02924925,661,,,
526,0.02827575,639,,,
530,0.0255765,578,,,
534,0.02986875,675,,,
538,0.027258,616,,,
542,0.02916075,659,,,
546,0.02013375,455,,,
550,0.031683,716,,,
554,0.02898375,655,,,
558,0.025311,572,,,
562,0.02199225,497,,,
566,0.02756775,623,,,
570,0.0268155,606,,,
574,0.02216925,501,,,
578,0.02712525,613,,,
582,0.021771,492,,,
586,0.027081,612,,,
590,0.023187,524,,,
594,0.0314175,710,,,
598,0.02057625,465,,,
602,0.02739075,619,,,
606,0.02243475,507,,,
610,0.02889525,653,,,
614,0.02862975,647,,,
618,0.0296475,670,,,
622,0.039471,892,,,
626,0.04553325,1029,,,
630,0.0593835,1342,,,
634,0.03402825,769,,,
638,0.033453,756,,,
642,0.0236295,534,,,
646,0.02854125,645,,,
650,0.0278775,630,,,
654,0.02677125,605,,,
658,0.0236295,534,,,
662,0.0234525,530,,,
666,0.02986875,675,,,
670,0.0223905,506,,,
674,0.02809875,635,,,
678,0.02243475,507,,,
682,0.028851,652,,,
686,0.01650525,373,,,
690,0.03717,840,,,
694,0.0289395,654,,,
698,0.02588625,585,,,
702,0.0257535,582,,,
706,0.0292935,662,,,
710,0.034515,780,,,
714,0.02774475,627,,,
718,0.0273465,618,,,
722,0.02606325,589,,,
726,0.0365505,826,,,
730,0.02836425,641,,,
734,0.03942675,891,,,
738,0.03367425,761,,,
742,0.032922,744,,,
746,0.04447125,1005,,,
750,0.0397365,898,,,
754,0.032214,728,,,
758,0.0386745,874,,,
762,0.04093125,925,,,
766,0.044073,996,,,
770,0.04128525,933,,,
774,0.03491325,789,,,
778,0.0521265,1178,,,
782,0.04358625,985,,,
786,0.059118,1336,,,
790,0.05234775,1183,,,
794,0.039825,900,,,
798,0.05987025,1353,,,
802,0.02393925,541,,,
806,0.060711,1372,,,
810,0.04677225,1057,,,
814,0.0645165,1458,,,
818,0.06119775,1383,,,
822,0.029382,664,,,
826,0.0533655,1206,,,
830,0.07580025,1713,,,
834,0.063366,1432,,,
838,0.0393825,890,,,
842,0.02792175,631,,,
846,0.03916125,885,,,
850,0.08863275,2003,,,
854,0.0615075,1390,,,
858,0.05119725,1157,,,
862,0.0085845,194,,,
866,0.05225925,1181,,,
870,0.0760215,1718,,,
874,0.03694875,835,,,
878,0.0370815,838,,,
882,0.01393875,315,,,
886,0.044427,1004,,,
890,0.063012,1424,,,
894,0.05323275,1203,,,
898,0.02429325,549,,,
902,0.02703675,611,,,
906,0.045843,1036,,,
910,0.059472,1344,,,
914,0.049206,1112,,,
918,0.057702,1304,,,
922,0.08748225,1977,,,
926,0.134874,3048,,,
930,0.36661125,8285,,,
934,0.22563075,5099,,,
938,0.07836675,1771,,,
942,0.0319485,722,,,
946,0.05544525,1253,,,
950,0.06287925,1421,,,
954,0.07323375,1655,,,
958,0.08951775,2023,,,
962,0.22979025,5193,,,
966,0.4425,10000,,,
970,0.1349625,3050,,,
974,0.00269925,61,,,
978,0.0420375,950,,,
982,0.0124785,282,,,
986,0.02655,600,,,
990,0.034161,772,,,
994,0.08319,1880,,,
998,0.02818725,637,,,
1002,0.01429275,323,,,
1006,0.04677225,1057,,,
1010,0.0554895,1254,,,
1014,0.0816855,1846,,,
1018,0.01827525,413,,,
1022,0.0330105,746,,,
1026,0.0392055,886,,,
1030,0.0510645,1154,,,
1034,0.12075825,2729,,,
1038,0.0307095,694,,,
1042,0.032922,744,,,
1046,0.05650725,1277,,,
1050,0.06491475,1467,,,
1054,0.081597,1844,,,
1058,0.0429225,970,,,
1062,0.02801025,633,,,
1066,0.06969375,1575,,,
1070,0.04995825,1129,,,
1074,0.08819025,1993,,,
1078,0.06332175,1431,,,
1082,0.02809875,635,,,
1086,0.0908895,2054,,,
1090,0.0351345,794,,,
1094,0.0774375,1750,,,
1098,0.0381435,862,,,
1102,0.05841,1320,,,
1106,0.0523035,1182,,,
1110,0.0340725,770,,,
1114,0.0609765,1378,,,
1118,0.06261375,1415,,,
1122,0.0754905,1706,,,
