450,0,0,,factor
454,0.0018686,20,,0.00009343
458,0.01812542,194,,
462,0.01438822,154,,
466,0.02167576,232,,
470,0.0196203,210,,
474,0.02606697,279,,
478,0.0205546,220,,
482,0.02569325,275,,
486,0.02027431,217,,
490,0.01513566,162,,
494,0.0168174,180,,
498,0.01345392,144,,
502,0.01747141,187,,
506,0.01522909,163,,
510,0.01728455,185,,
514,0.01392107,149,,
518,0.01279991,137,,
522,0.01111817,119,,
526,0.01504223,161,,
530,0.0149488,160,,
534,0.01709769,183,,
538,0.01877943,201,,
542,0.01859257,199,,
546,0.01971373,211,,
550,0.01532252,164,,
554,0.02018088,216,,
558,0.01532252,164,,
562,0.02074146,222,,
566,0.01877943,201,,
570,0.02578668,276,,
574,0.01999402,214,,
578,0.02513267,269,,
582,0.02672098,286,,
586,0.02774871,297,,
590,0.02868301,307,,
594,0.02588011,277,,
598,0.04008147,429,,
602,0.02625383,281,,
606,0.03428881,367,,
610,0.02279692,244,,
614,0.04914418,526,,
618,0.06185066,662,,
622,0.05213394,558,,
626,0.02653412,284,,
630,0.05119964,548,,
634,0.05531056,592,,
638,0.07446371,797,,
642,0.07801405,835,,
646,0.09240227,989,,
650,0.1233276,1320,,
654,0.0981015,1050,,
658,0.10585619,1133,,
662,0.05297481,567,,
666,0.0924957,990,,
670,0.23151954,2478,,
674,0.15612153,1671,,
678,0.09912923,1061,,
682,0.12500934,1338,,
686,0.11314373,1211,,
690,0.13061514,1398,,
694,0.1065102,1140,,
698,0.09417744,1008,,
702,0.08268555,885,,
706,0.06437327,689,,
710,0.06063607,649,,
714,0.02793557,299,,
718,0.07203453,771,,
722,0.06642873,711,,
726,0.03774572,404,,
730,0.03335451,357,,
734,0.03307422,354,,
738,0.03279393,351,,
742,0.04269751,457,,
746,0.03092533,331,,
750,0.03260707,349,,
754,0.02980417,319,,
758,0.0327005,350,,
762,0.02737499,293,,
766,0.02728156,292,,
770,0.02886987,309,,
774,0.02578668,276,,
778,0.02541296,272,,
782,0.02391808,256,,
786,0.02681441,287,,
790,0.02401151,257,,
794,0.0270947,290,,
798,0.02559982,274,,
802,0.02672098,286,,
806,0.02569325,275,,
810,0.02597354,278,,
814,0.0270947,290,,
818,0.02503924,268,,
822,0.0270947,290,,
826,0.02550639,273,,
830,0.02728156,292,,
834,0.02447866,262,,
838,0.02756185,295,,
842,0.02634726,282,,
846,0.0261604,280,,
850,0.02644069,283,,
854,0.02700127,289,,
858,0.02634726,282,,
862,0.0252261,270,,
866,0.02634726,282,,
870,0.02531953,271,,
874,0.0252261,270,,
878,0.02382465,255,,
882,0.02606697,279,,
886,0.02410494,258,,
890,0.02419837,259,,
894,0.02503924,268,,
898,0.02382465,255,,
902,0.0233575,250,,
906,0.02270349,243,,
910,0.02382465,255,,
914,0.02261006,242,,
918,0.02270349,243,,
922,0.02195605,235,,
926,0.02261006,242,,
930,0.02120861,227,,
934,0.0214889,230,,
938,0.02130204,228,,
942,0.02102175,225,,
946,0.02083489,223,,
950,0.02036774,218,,
954,0.02083489,223,,
958,0.01952687,209,,
962,0.02083489,223,,
966,0.01990059,213,,
970,0.01990059,213,,
974,0.01924658,206,,
978,0.0196203,210,,
982,0.01943344,208,,
986,0.01840571,197,,
990,0.01896629,203,,
994,0.01924658,206,,
998,0.01924658,206,,
1002,0.01821885,195,,
1006,0.01840571,197,,
1010,0.01831228,196,,
1014,0.01887286,202,,
1018,0.01840571,197,,
1022,0.01915315,205,,
1026,0.01905972,204,,
1030,0.01924658,206,,
1034,0.01887286,202,,
1038,0.01905972,204,,
1042,0.01924658,206,,
1046,0.01840571,197,,
1050,0.01896629,203,,
1054,0.01840571,197,,
1058,0.01831228,196,,
1062,0.01784513,191,,
1066,0.01784513,191,,
1070,0.01747141,187,,
1074,0.01737798,186,,
1078,0.01803199,193,,
1082,0.01737798,186,,
1086,0.01765827,189,,
1090,0.0168174,180,,
1094,0.01728455,185,,
1098,0.01663054,178,,
1102,0.01700426,182,,
1106,0.01700426,182,,
1110,0.01728455,185,,
1114,0.01700426,182,,
1118,0.01719112,184,,
1122,0.01737798,186,,
1126,0.01691083,181,,
1130,0.01728455,185,,
1134,0.01644368,176,,
1138,0.01728455,185,,
1142,0.01672397,179,,
1146,0.01700426,182,,
1150,0.01672397,179,,
1154,0.01635025,175,,
1158,0.01663054,178,,
1162,0.0158831,170,,
1166,0.0158831,170,,
1170,0.01541595,165,,
1174,0.0158831,170,,
1178,0.01532252,164,,
1182,0.01569624,168,,
1186,0.01513566,162,,
1190,0.01532252,164,,
1194,0.01476194,158,,
1198,0.01513566,162,,
1202,0.01532252,164,,
1206,0.01522909,163,,
1210,0.01522909,163,,
1214,0.01513566,162,,
1218,0.01541595,165,,
1222,0.01532252,164,,
1226,0.01569624,168,,
1230,0.01522909,163,,
1234,0.01541595,165,,
1238,0.01550938,166,,
1242,0.01532252,164,,
1246,0.01560281,167,,
1250,0.01550938,166,,
1254,0.01532252,164,,
1258,0.01504223,161,,
1262,0.01522909,163,,
1266,0.0149488,160,,
1270,0.01522909,163,,
1274,0.01513566,162,,
1278,0.01476194,158,,
1282,0.01485537,159,,
1286,0.01476194,158,,
1290,0.01457508,156,,
1294,0.01448165,155,,
1298,0.01466851,157,,
1302,0.01485537,159,,
1306,0.01457508,156,,
1310,0.01457508,156,,
1314,0.01457508,156,,
1318,0.01457508,156,,
1322,0.01485537,159,,
1326,0.0149488,160,,
1330,0.01466851,157,,
1334,0.01485537,159,,
1338,0.01429479,153,,
1342,0.01448165,155,,
1346,0.01457508,156,,
1350,0.01438822,154,,
1354,0.01382764,148,,
1358,0.01420136,152,,
1362,0.01420136,152,,
1366,0.0140145,150,,
1370,0.01410793,151,,
1374,0.01382764,148,,
1378,0.01382764,148,,
1382,0.01373421,147,,
1386,0.0140145,150,,
1390,0.01354735,145,,
1394,0.01354735,145,,
1398,0.01373421,147,,
