450,1,0.979662382,0.999166623,0.996492332,0.933431731
454,0.995706632,0.987549333,0.987572004,0.995463008,0.974498018
458,0.959123606,0.999311152,0.989495055,0.994023741,0.994275825
462,0.96741269,0.983659571,0.97638324,0.995257271,0.980811886
466,0.951314771,0.992510889,0.995286703,0.99279174,0.99928268
470,0.955827893,0.990461234,0.990320365,0.992176312,0.977649855
474,0.941744364,0.989159112,0.998611424,0.993818301,0.983631164
478,0.953773826,0.980460518,0.989770082,0.995257271,0.979053941
482,0.942555105,0.99164082,0.994457254,0.995257271,0.982220513
486,0.954389582,0.987549333,0.989770082,0.995257271,0.987166662
490,0.965749162,0.986189259,0.987572004,0.994229223,0.98575094
494,0.962016675,0.986065708,0.993628496,0.995257271,0.988939173
498,0.96949613,0.985756901,0.99252456,0.995463008,0.983631164
502,0.960569051,0.980337686,0.992248767,0.995257271,0.992137717
506,0.965541422,0.981259305,0.99252456,0.996286382,0.983984143
510,0.960982436,0.989592962,0.992800429,0.995257271,0.989649068
514,0.96845385,0.985509924,0.99252456,0.995463008,0.990714867
518,0.970957208,0.988353895,0.993904672,0.995463008,0.990714867
522,0.974724383,0.985756901,0.986748984,0.995668788,0.986458547
526,0.965956947,0.982551027,0.987846497,0.997110437,0.982572986
530,0.966164776,0.98378282,0.996393712,0.995257271,0.990004207
534,0.961395998,0.982735698,0.996393712,0.998554173,0.985043841
538,0.957680336,0.987178218,0.990320365,0.995257271,0.98610468
542,0.958092477,0.985077864,0.99142185,0.993202237,0.977649855
546,0.955622287,0.99275962,0.988670432,0.995257271,0.994989551
550,0.965333727,0.989716954,0.988395711,0.995051576,0.979053941
554,0.954594922,0.988106267,0.987572004,0.994229223,0.992137717
558,0.965333727,0.989221079,0.992800429,0.995463008,0.98610468
562,0.953363542,0.990585334,0.993904672,0.996492332,0.994275825
566,0.957680336,0.986621806,0.990870954,0.995463008,0.982925586
570,0.942352355,0.987301907,0.992248767,0.995463008,0.98575094
574,0.955005736,0.991143981,0.990870954,0.995668788,0.994275825
